0- 0.00000,0.34890,0.00000,0.00000,0.00000,-0.34890,-0.52350,0.34890
1- 0.00000,0.26170,0.26170,-0.08720,0.00000,0.34890,-1.04700,0.17440
2- 0.00000,0.00000,0.08720,0.08720,0.00000,0.52350,-0.52350,0.00000
3- 0.00000,-0.26170,0.00000,0.00000,0.00000,0.52350,0.00000,0.00000
4- 0.00000,-0.26170,0.52350,0.34890,0.00000,0.34890,0.00000,0.00000
5- 0.00000,0.34890,1.04710,0.17440,0.00000,0.26170,-0.26170,0.08720
6- 0.00000,0.52350,0.52350,0.00000,0.00000,0.00000,-0.08720,-0.08720
7- 0.00000,0.52350,0.00000,0.00000,0.00000,-0.26170,0.00000,0.00000
